Daco/Osi,1000,333.3,111.1,37.04,12.35,4.115,1.372,0.457,0.152,0.051,0.017,0
0,4417,4392,4409,4593,5168,5990,6225,7173,7108,7168,7436,7132
0,4398,4276,4406,4756,4466,5522,5924,6731,6981,7019,6918,7151
0.25,4242,4144,4598,4297,4376,4705,5639,5963,6396,6537,6339,6077
0.25,4603,4692,4603,4605,4482,5054,5303,6180,6630,6456,6858,6757
0.5,0,4432,4921,4844,4679,4580,5367,5207,4909,5236,4963,5025
0.5,0,4406,4624,4944,4938,4882,5145,5567,5306,4980,5103,4945
1,0,4054,4352,4902,4478,4350,4934,4811,4956,4812,4503,4314
1,0,4646,4891,5172,4493,4874,4783,4819,4990,4899,4499,4795
