Daco/Osi,1000,333.3,111.1,37.04,12.35,4.115,1.372,0.457,0.152,0.051,0.017,DMSO
0,3246,3310,3313,3216,3352,3629,3746,3943,3768,3812,4074,3957
0,3492,3435,3731,3586,3562,3831,4008,4069,3957,3900,3910,3943
0.25,3502,3461,3632,3331,3352,3534,3326,3311,3242,3220,3031,3465
0.25,3477,3617,3504,3343,3515,3515,3390,3532,3298,3114,3212,3119
0.5,0,3505,3503,3579,3426,3464,3290,3311,3252,3155,3140,3227
0.5,0,3504,3326,3364,3356,3512,3396,3297,3170,3121,3096,3090
1,0,3626,3682,3635,3362,3356,3298,3269,3193,3223,3291,3151
1,0,3494,3595,3616,3514,3489,3310,3515,3146,3288,3065,3211
