Daco/Osi,1000,333.3,111.1,37.04,12.35,4.115,1.372,0.457,0.152,0.051,0.017,0
0,16810,19237,17587,18619,18669,18932,19754,19229,20022,20805,19881,19950
0,15306,15756,16485,17055,17051,16961,17095,18240,16959,16659,17217,17210
4,15955,17008,16888,17729,17717,18152,18057,18171,18144,17289,17947,18435
4,16497,16908,17214,18004,17582,17753,18194,18193,17835,17701,17986,17323
10,0,17089,17056,18283,17734,17415,17782,17851,18758,18543,17901,18057
10,0,18027,17827,19776,18343,19472,18501,18362,19861,18303,18970,17587
250,0,16981,17196,18952,17855,18333,18395,18901,19112,17468,19117,17757
250,0,17529,17367,18589,19514,20066,18910,19482,19490,18768,17270,18495
