Osi/Daco,250,83.33,27.78,9.259,3.086,1.029,0.343,0.114,0.038,0.013,0.004,DMSO
0,2421,2558,2437,2598,2599,3891,10589,12016,11982,12206,12699,12380
0,2561,2492,2480,2396,2555,3758,9679,11511,12090,12189,12573,12624
2.5,2465,2415,2450,2293,2461,2914,6278,8572,8721,8745,8478,8882
2.5,2461,2422,2519,2348,2509,3005,6194,8692,8654,9371,9161,9092
5,0,2507,2550,2549,2794,2968,4435,5575,6099,5770,5819,5742
5,0,2541,2626,2466,2651,2918,4449,6513,6503,6302,6433,5830
10,0,2384,2475,2624,2813,2888,3568,4126,4388,4091,4121,4001
10,0,2493,2534,2566,2667,2965,3340,4248,4184,4030,3969,3798
