,1000,333.3,111.1,37.04,12.35,4.115,1.372,0.457,0.152,0.051,0.017,0
0,2863,3997,2328,3308,2793,2733,3889,3862,4310,4575,4472,4866
0,2649,3645,3947,3233,3073,3494,4540,5515,4743,6052,4976,3939
0.25,2961,3943,4270,4755,4562,3959,4135,4266,4205,4219,4112,3120
0.25,2516,4027,4573,4778,4986,4399,5088,5044,4362,4610,5003,3930
0.5,0,3269,3040,3494,4360,2620,2773,3932,3992,3601,3815,3164
0.5,0,2864,3288,3384,3215,4778,3655,4119,3480,3238,3322,3169
1,0,2952,3902,2582,3419,3393,3829,3307,3100,3368,2994,3342
1,0,3810,2869,1619,1892,2722,1348,3410,1574,1480,2163,2631
