,250,83.33,27.78,9.259,3.086,1.029,0.343,0.114,0.038,0.013,0.004,0
0,1583,1870,2523,6059,8907,10330,11316,9727,10734,10887,10630,10063
0,2261,2855,3619,7622,13117,14726,17112,15386,12786,15168,12440,12341
6,2148,3374,3762,9252,13591,13655,18316,15231,14597,14287,12524,9987
6,2365,2950,4335,10250,12366,13509,18331,13828,14172,17511,15094,11738
160,0,3559,4231,8532,12771,16429,15304,15518,13819,14790,14620,15160
160,0,3095,5044,9983,12052,14916,16056,16032,16842,21838,20880,12648
1000,0,3826,4159,6052,9293,12281,12579,15462,13953,13263,11998,11574
1000,0,4210,4828,7131,10762,13079,15604,12503,14254,14747,13671,11848
